Apt,Fan,Light,Ac,Fridge,Month,month,fan,light,ac,consumption,monthly consumption,clusterno,,,,,
61,7,9,3,1,Apr,30,3540,2010,1140,5040,16728,2,,,,,
61,7,9,3,1,May,31,3658,2077,1178,5208,17285.6,2,,,,,
61,7,9,3,1,June,30,3540,2010,1140,5040,16728,2,,,,,
61,7,9,3,1,July,31,3658,2077,1178,5208,17285.6,2,,,,,
61,7,9,3,1,Aug,31,3658,2077,1178,5208,17285.6,2,,,,,
61,7,9,3,1,Sept,30,3540,2010,1140,5040,16728,2,,,,,
61,7,9,3,1,Oct,31,3658,2077,1178,5208,17285.6,2,,,,,
61,7,9,3,1,Nov,30,1050,2010,120,5040,3616.5,2,,,,,
61,7,9,3,1,Dec,31,1085,2077,124,5208,3737.05,2,,,,,
62,6,10,3,1,Jan,31,1085,2077,124,5208,3890.5,2,,,,,
62,6,10,3,1,Feb,28,980,1876,112,4704,3514,2,,,,,
62,6,10,3,1,Mar,31,1085,2077,124,5208,3890.5,2,,,,,
62,6,10,3,1,Apr,30,3540,2010,1140,5040,16752,2,,,,,
62,6,10,3,1,May,31,3658,2077,1178,5208,17310.4,2,,,,,
62,6,10,3,1,June,30,3540,2010,1140,5040,16752,2,,,,,
62,6,10,3,1,July,31,3658,2077,1178,5208,17310.4,2,,,,,
62,6,10,3,1,Aug,31,3658,2077,1178,5208,17310.4,2,,,,,
62,6,10,3,1,Sept,30,3540,2010,1140,5040,16752,2,,,,,
62,6,10,3,1,Oct,31,3658,2077,1178,5208,17310.4,2,,,,,
62,6,10,3,1,Nov,30,1050,2010,120,5040,3765,2,,,,,
62,6,10,3,1,Dec,31,1085,2077,124,5208,3890.5,2,,,,,
63,6,11,3,1,Jan,31,1085,2077,124,5208,4098.2,2,,,,,
63,6,11,3,1,Feb,28,980,1876,112,4704,3701.6,2,,,,,
63,6,11,3,1,Mar,31,1085,2077,124,5208,4098.2,2,,,,,
63,6,11,3,1,Apr,30,3540,2010,1140,5040,16953,2,,,,,
63,6,11,3,1,May,31,3658,2077,1178,5208,17518.1,2,,,,,
63,6,11,3,1,June,30,3540,2010,1140,5040,16953,2,,,,,
63,6,11,3,1,July,31,3658,2077,1178,5208,17518.1,2,,,,,
63,6,11,3,1,Aug,31,3658,2077,1178,5208,17518.1,2,,,,,
63,6,11,3,1,Sept,30,3540,2010,1140,5040,16953,2,,,,,
63,6,11,3,1,Oct,31,3658,2077,1178,5208,17518.1,2,,,,,
63,6,11,3,1,Nov,30,1050,2010,120,5040,3966,2,,,,,
63,6,11,3,1,Dec,31,1085,2077,124,5208,4098.2,2,,,,,
64,6,9,3,1,Jan,31,1085,2077,124,5208,3682.8,2,,,,,
64,6,9,3,1,Feb,28,980,1876,112,4704,3326.4,2,,,,,
64,6,9,3,1,Mar,31,1085,2077,124,5208,3682.8,2,,,,,
64,6,9,3,1,Apr,30,3540,2010,1140,5040,16551,2,,,,,
64,6,9,3,1,May,31,3658,2077,1178,5208,17102.7,2,,,,,
64,6,9,3,1,June,30,3540,2010,1140,5040,16551,2,,,,,
64,6,9,3,1,July,31,3658,2077,1178,5208,17102.7,2,,,,,
64,6,9,3,1,Aug,31,3658,2077,1178,5208,17102.7,2,,,,,
64,6,9,3,1,Sept,30,3540,2010,1140,5040,16551,2,,,,,
64,6,9,3,1,Oct,31,3658,2077,1178,5208,17102.7,2,,,,,
64,6,9,3,1,Nov,30,1050,2010,120,5040,3564,2,,,,,
64,6,9,3,1,Dec,31,1085,2077,124,5208,3682.8,2,,,,,
65,6,10,3,1,Jan,31,1085,2077,124,5208,3890.5,2,,,,,
65,6,10,3,1,Feb,28,980,1876,112,4704,3514,2,,,,,
65,6,10,3,1,Mar,31,1085,2077,124,5208,3890.5,2,,,,,
65,6,10,3,1,Apr,30,3540,2010,1140,5040,16752,2,,,,,
65,6,10,3,1,May,31,3658,2077,1178,5208,17310.4,2,,,,,
65,6,10,3,1,June,30,3540,2010,1140,5040,16752,2,,,,,
65,6,10,3,1,July,31,3658,2077,1178,5208,17310.4,2,,,,,
65,6,10,3,1,Aug,31,3658,2077,1178,5208,17310.4,2,,,,,
65,6,10,3,1,Sept,30,3540,2010,1140,5040,16752,2,,,,,
65,6,10,3,1,Oct,31,3658,2077,1178,5208,17310.4,2,,,,,
65,6,10,3,1,Nov,30,1050,2010,120,5040,3765,2,,,,,
65,6,10,3,1,Dec,31,1085,2077,124,5208,3890.5,2,,,,,
66,6,11,3,1,Jan,31,1085,2077,124,5208,4098.2,2,,,,,
66,6,11,3,1,Feb,28,980,1876,112,4704,3701.6,2,,,,,
66,6,11,3,1,Mar,31,1085,2077,124,5208,4098.2,2,,,,,
66,6,11,3,1,Apr,30,3540,2010,1140,5040,16953,2,,,,,
66,6,11,3,1,May,31,3658,2077,1178,5208,17518.1,2,,,,,
66,6,11,3,1,June,30,3540,2010,1140,5040,16953,2,,,,,
66,6,11,3,1,July,31,3658,2077,1178,5208,17518.1,2,,,,,
66,6,11,3,1,Aug,31,3658,2077,1178,5208,17518.1,2,,,,,
66,6,11,3,1,Sept,30,3540,2010,1140,5040,16953,2,,,,,
66,6,11,3,1,Oct,31,3658,2077,1178,5208,17518.1,2,,,,,
66,6,11,3,1,Nov,30,1050,2010,120,5040,3966,2,,,,,
66,6,11,3,1,Dec,31,1085,2077,124,5208,4098.2,2,,,,,
67,6,9,3,1,Jan,31,1085,2077,124,5208,3682.8,2,,,,,
67,6,9,3,1,Feb,28,980,1876,112,4704,3326.4,2,,,,,
67,6,9,3,1,Mar,31,1085,2077,124,5208,3682.8,2,,,,,
67,6,9,3,1,Apr,30,3540,2010,1140,5040,16551,2,,,,,
67,6,9,3,1,May,31,3658,2077,1178,5208,17102.7,2,,,,,
67,6,9,3,1,June,30,3540,2010,1140,5040,16551,2,,,,,
67,6,9,3,1,July,31,3658,2077,1178,5208,17102.7,2,,,,,
67,6,9,3,1,Aug,31,3658,2077,1178,5208,17102.7,2,,,,,
67,6,9,3,1,Sept,30,3540,2010,1140,5040,16551,2,,,,,
67,6,9,3,1,Oct,31,3658,2077,1178,5208,17102.7,2,,,,,
67,6,9,3,1,Nov,30,1050,2010,120,5040,3564,2,,,,,
67,6,9,3,1,Dec,31,1085,2077,124,5208,3682.8,2,,,,,
68,6,9,2,1,Jan,31,1085,2077,124,5208,3186.8,2,,,,,
68,6,9,2,1,Feb,28,980,1876,112,4704,2878.4,2,,,,,
68,6,9,2,1,Mar,31,1085,2077,124,5208,3186.8,2,,,,,
68,6,9,2,1,Apr,30,3540,2010,1140,5040,11991,2,,,,,
68,6,9,2,1,May,31,3658,2077,1178,5208,12390.7,2,,,,,
68,6,9,2,1,June,30,3540,2010,1140,5040,11991,2,,,,,
68,6,9,2,1,July,31,3658,2077,1178,5208,12390.7,2,,,,,
68,6,9,2,1,Aug,31,3658,2077,1178,5208,12390.7,2,,,,,
68,6,9,2,1,Sept,30,3540,2010,1140,5040,11991,2,,,,,
68,6,9,2,1,Oct,31,3658,2077,1178,5208,12390.7,2,,,,,
68,6,9,2,1,Nov,30,1050,2010,120,5040,3084,2,,,,,
68,6,9,2,1,Dec,31,1085,2077,124,5208,3186.8,2,,,,,
69,6,8,2,1,Jan,31,1085,2077,124,5208,2979.1,2,,,,,
69,6,8,2,1,Feb,28,980,1876,112,4704,2690.8,2,,,,,
69,6,8,2,1,Mar,31,1085,2077,124,5208,2979.1,2,,,,,
69,6,8,2,1,Apr,30,3540,2010,1140,5040,11790,2,,,,,
69,6,8,2,1,May,31,3658,2077,1178,5208,12183,2,,,,,
69,6,8,2,1,June,30,3540,2010,1140,5040,11790,2,,,,,
69,6,8,2,1,July,31,3658,2077,1178,5208,12183,2,,,,,
69,6,8,2,1,Aug,31,3658,2077,1178,5208,12183,2,,,,,
69,6,8,2,1,Sept,30,3540,2010,1140,5040,11790,2,,,,,
69,6,8,2,1,Oct,31,3658,2077,1178,5208,12183,2,,,,,
69,6,8,2,1,Nov,30,1050,2010,120,5040,2883,2,,,,,
69,6,8,2,1,Dec,31,1085,2077,124,5208,2979.1,2,,,,,
70,6,7,2,1,Jan,31,1085,2077,124,5208,2771.4,2,,,,,
70,6,7,2,1,Feb,28,980,1876,112,4704,2503.2,2,,,,,
70,6,7,2,1,Mar,31,1085,2077,124,5208,2771.4,2,,,,,
70,6,7,2,1,Apr,30,3540,2010,1140,5040,11589,2,,,,,
70,6,7,2,1,May,31,3658,2077,1178,5208,11975.3,2,,,,,
70,6,7,2,1,June,30,3540,2010,1140,5040,11589,2,,,,,
70,6,7,2,1,July,31,3658,2077,1178,5208,11975.3,2,,,,,
70,6,7,2,1,Aug,31,3658,2077,1178,5208,11975.3,2,,,,,
70,6,7,2,1,Sept,30,3540,2010,1140,5040,11589,2,,,,,
70,6,7,2,1,Oct,31,3658,2077,1178,5208,11975.3,2,,,,,
70,6,7,2,1,Nov,30,1050,2010,120,5040,2682,2,,,,,
70,6,7,2,1,Dec,31,1085,2077,124,5208,2771.4,2,,,,,
71,6,9,1,1,Jan,31,1085,2077,124,5208,2690.8,1,,,,,
71,6,9,1,1,Feb,28,980,1876,112,4704,2430.4,1,,,,,
71,6,9,1,1,Mar,31,1085,2077,124,5208,2690.8,1,,,,,
71,6,9,1,1,Apr,30,3540,2010,1140,5040,7431,1,,,,,
71,6,9,1,1,May,31,3658,2077,1178,5208,7678.7,1,,,,,
71,6,9,1,1,June,30,3540,2010,1140,5040,7431,1,,,,,
71,6,9,1,1,July,31,3658,2077,1178,5208,7678.7,1,,,,,
71,6,9,1,1,Aug,31,3658,2077,1178,5208,7678.7,1,,,,,
71,6,9,1,1,Sept,30,3540,2010,1140,5040,7431,1,,,,,
71,6,9,1,1,Oct,31,3658,2077,1178,5208,7678.7,1,,,,,
71,6,9,1,1,Nov,30,1050,2010,120,5040,2604,1,,,,,
71,6,9,1,1,Dec,31,1085,2077,124,5208,2690.8,1,,,,,
72,6,8,1,1,Jan,31,1085,2077,124,5208,2483.1,1,,,,,
72,6,8,1,1,Feb,28,980,1876,112,4704,2242.8,1,,,,,
72,6,8,1,1,Mar,31,1085,2077,124,5208,2483.1,1,,,,,
72,6,8,1,1,Apr,30,3540,2010,1140,5040,7230,1,,,,,
72,6,8,1,1,May,31,3658,2077,1178,5208,7471,1,,,,,
72,6,8,1,1,June,30,3540,2010,1140,5040,7230,1,,,,,
72,6,8,1,1,July,31,3658,2077,1178,5208,7471,1,,,,,
72,6,8,1,1,Aug,31,3658,2077,1178,5208,7471,1,,,,,
72,6,8,1,1,Sept,30,3540,2010,1140,5040,7230,1,,,,,
72,6,8,1,1,Oct,31,3658,2077,1178,5208,7471,1,,,,,
72,6,8,1,1,Nov,30,1050,2010,120,5040,2403,1,,,,,
72,6,8,1,1,Dec,31,1085,2077,124,5208,2483.1,1,,,,,
73,6,7,1,1,Jan,31,1085,2077,124,5208,2275.4,1,,,,,
73,6,7,1,1,Feb,28,980,1876,112,4704,2055.2,1,,,,,
73,6,7,1,1,Mar,31,1085,2077,124,5208,2275.4,1,,,,,
73,6,7,1,1,Apr,30,3540,2010,1140,5040,7029,1,,,,,
73,6,7,1,1,May,31,3658,2077,1178,5208,7263.3,1,,,,,
73,6,7,1,1,June,30,3540,2010,1140,5040,7029,1,,,,,
73,6,7,1,1,July,31,3658,2077,1178,5208,7263.3,1,,,,,
73,6,7,1,1,Aug,31,3658,2077,1178,5208,7263.3,1,,,,,
73,6,7,1,1,Sept,30,3540,2010,1140,5040,7029,1,,,,,
73,6,7,1,1,Oct,31,3658,2077,1178,5208,7263.3,1,,,,,
73,6,7,1,1,Nov,30,1050,2010,120,5040,2202,1,,,,,
73,6,7,1,1,Dec,31,1085,2077,124,5208,2275.4,1,,,,,
74,5,9,2,1,Jan,31,1085,2077,124,5208,3132.55,2,,,,,
74,5,9,2,1,Feb,28,980,1876,112,4704,2829.4,2,,,,,
74,5,9,2,1,Mar,31,1085,2077,124,5208,3132.55,2,,,,,
74,5,9,2,1,Apr,30,3540,2010,1140,5040,11814,2,,,,,
74,5,9,2,1,May,31,3658,2077,1178,5208,12207.8,2,,,,,
74,5,9,2,1,June,30,3540,2010,1140,5040,11814,2,,,,,
74,5,9,2,1,July,31,3658,2077,1178,5208,12207.8,2,,,,,
74,5,9,2,1,Aug,31,3658,2077,1178,5208,12207.8,2,,,,,
74,5,9,2,1,Sept,30,3540,2010,1140,5040,11814,2,,,,,
74,5,9,2,1,Oct,31,3658,2077,1178,5208,12207.8,2,,,,,
74,5,9,2,1,Nov,30,1050,2010,120,5040,3031.5,2,,,,,
74,5,9,2,1,Dec,31,1085,2077,124,5208,3132.55,2,,,,,
75,5,8,2,1,Jan,31,1085,2077,124,5208,2924.85,2,,,,,
75,5,8,2,1,Feb,28,980,1876,112,4704,2641.8,2,,,,,
75,5,8,2,1,Mar,31,1085,2077,124,5208,2924.85,2,,,,,
75,5,8,2,1,Apr,30,3540,2010,1140,5040,11613,2,,,,,
75,5,8,2,1,May,31,3658,2077,1178,5208,12000.1,2,,,,,
75,5,8,2,1,June,30,3540,2010,1140,5040,11613,2,,,,,
75,5,8,2,1,July,31,3658,2077,1178,5208,12000.1,2,,,,,
75,5,8,2,1,Aug,31,3658,2077,1178,5208,12000.1,2,,,,,
75,5,8,2,1,Sept,30,3540,2010,1140,5040,11613,2,,,,,
75,5,8,2,1,Oct,31,3658,2077,1178,5208,12000.1,2,,,,,
75,5,8,2,1,Nov,30,1050,2010,120,5040,2830.5,2,,,,,
75,5,8,2,1,Dec,31,1085,2077,124,5208,2924.85,2,,,,,
76,5,7,2,1,Jan,31,1085,2077,124,5208,2717.15,2,,,,,
76,5,7,2,1,Feb,28,980,1876,112,4704,2454.2,2,,,,,
76,5,7,2,1,Mar,31,1085,2077,124,5208,2717.15,2,,,,,
76,5,7,2,1,Apr,30,3540,2010,1140,5040,11412,2,,,,,
76,5,7,2,1,May,31,3658,2077,1178,5208,11792.4,2,,,,,
76,5,7,2,1,June,30,3540,2010,1140,5040,11412,2,,,,,
76,5,7,2,1,July,31,3658,2077,1178,5208,11792.4,2,,,,,
76,5,7,2,1,Aug,31,3658,2077,1178,5208,11792.4,2,,,,,
76,5,7,2,1,Sept,30,3540,2010,1140,5040,11412,2,,,,,
76,5,7,2,1,Oct,31,3658,2077,1178,5208,11792.4,2,,,,,
76,5,7,2,1,Nov,30,1050,2010,120,5040,2629.5,2,,,,,
76,5,7,2,1,Dec,31,1085,2077,124,5208,2717.15,2,,,,,
77,5,9,1,1,Jan,31,1085,2077,124,5208,2636.55,1,,,,,
77,5,9,1,1,Feb,28,980,1876,112,4704,2381.4,1,,,,,
77,5,9,1,1,Mar,31,1085,2077,124,5208,2636.55,1,,,,,
77,5,9,1,1,Apr,30,3540,2010,1140,5040,7254,1,,,,,
77,5,9,1,1,May,31,3658,2077,1178,5208,7495.8,1,,,,,
77,5,9,1,1,June,30,3540,2010,1140,5040,7254,1,,,,,
77,5,9,1,1,July,31,3658,2077,1178,5208,7495.8,1,,,,,
77,5,9,1,1,Aug,31,3658,2077,1178,5208,7495.8,1,,,,,
77,5,9,1,1,Sept,30,3540,2010,1140,5040,7254,1,,,,,
77,5,9,1,1,Oct,31,3658,2077,1178,5208,7495.8,1,,,,,
77,5,9,1,1,Nov,30,1050,2010,120,5040,2551.5,1,,,,,
77,5,9,1,1,Dec,31,1085,2077,124,5208,2636.55,1,,,,,
78,5,8,1,1,Jan,31,1085,2077,124,5208,2428.85,1,,,,,
78,5,8,1,1,Feb,28,980,1876,112,4704,2193.8,1,,,,,
78,5,8,1,1,Mar,31,1085,2077,124,5208,2428.85,1,,,,,
78,5,8,1,1,Apr,30,3540,2010,1140,5040,7053,1,,,,,
78,5,8,1,1,May,31,3658,2077,1178,5208,7288.1,1,,,,,
78,5,8,1,1,June,30,3540,2010,1140,5040,7053,1,,,,,
78,5,8,1,1,July,31,3658,2077,1178,5208,7288.1,1,,,,,
78,5,8,1,1,Aug,31,3658,2077,1178,5208,7288.1,1,,,,,
78,5,8,1,1,Sept,30,3540,2010,1140,5040,7053,1,,,,,
78,5,8,1,1,Oct,31,3658,2077,1178,5208,7288.1,1,,,,,
78,5,8,1,1,Nov,30,1050,2010,120,5040,2350.5,1,,,,,
78,5,8,1,1,Dec,31,1085,2077,124,5208,2428.85,1,,,,,
79,5,7,1,1,Jan,31,1085,2077,124,5208,2221.15,1,,,,,
79,5,7,1,1,Feb,28,980,1876,112,4704,2006.2,1,,,,,
79,5,7,1,1,Mar,31,1085,2077,124,5208,2221.15,1,,,,,
79,5,7,1,1,Apr,30,3540,2010,1140,5040,6852,1,,,,,
79,5,7,1,1,May,31,3658,2077,1178,5208,7080.4,1,,,,,
79,5,7,1,1,June,30,3540,2010,1140,5040,6852,1,,,,,
79,5,7,1,1,July,31,3658,2077,1178,5208,7080.4,1,,,,,
79,5,7,1,1,Aug,31,3658,2077,1178,5208,7080.4,1,,,,,
79,5,7,1,1,Sept,30,3540,2010,1140,5040,6852,1,,,,,
79,5,7,1,1,Oct,31,3658,2077,1178,5208,7080.4,1,,,,,
79,5,7,1,1,Nov,30,1050,2010,120,5040,2149.5,1,,,,,
79,5,7,1,1,Dec,31,1085,2077,124,5208,2221.15,1,,,,,
80,7,9,2,1,Jan,31,1085,2077,124,5208,3241.05,2,,,,,
80,7,9,2,1,Feb,28,980,1876,112,4704,2927.4,2,,,,,
80,7,9,2,1,Mar,31,1085,2077,124,5208,3241.05,2,,,,,
80,7,9,2,1,Apr,30,3540,2010,1140,5040,12168,2,,,,,
80,7,9,2,1,May,31,3658,2077,1178,5208,12573.6,2,,,,,
80,7,9,2,1,June,30,3540,2010,1140,5040,12168,2,,,,,
80,7,9,2,1,July,31,3658,2077,1178,5208,12573.6,2,,,,,
80,7,9,2,1,Aug,31,3658,2077,1178,5208,12573.6,2,,,,,
80,7,9,2,1,Sept,30,3540,2010,1140,5040,12168,2,,,,,
80,7,9,2,1,Oct,31,3658,2077,1178,5208,12573.6,2,,,,,
80,7,9,2,1,Nov,30,1050,2010,120,5040,3136.5,2,,,,,
80,7,9,2,1,Dec,31,1085,2077,124,5208,3241.05,2,,,,,
81,7,8,2,1,Jan,31,1085,2077,124,5208,3033.35,2,,,,,
81,7,8,2,1,Feb,28,980,1876,112,4704,2739.8,2,,,,,
81,7,8,2,1,Mar,31,1085,2077,124,5208,3033.35,2,,,,,
81,7,8,2,1,Apr,30,3540,2010,1140,5040,11967,2,,,,,
81,7,8,2,1,May,31,3658,2077,1178,5208,12365.9,2,,,,,
81,7,8,2,1,June,30,3540,2010,1140,5040,11967,2,,,,,
81,7,8,2,1,July,31,3658,2077,1178,5208,12365.9,2,,,,,
81,7,8,2,1,Aug,31,3658,2077,1178,5208,12365.9,2,,,,,
81,7,8,2,1,Sept,30,3540,2010,1140,5040,11967,2,,,,,
81,7,8,2,1,Oct,31,3658,2077,1178,5208,12365.9,2,,,,,
81,7,8,2,1,Nov,30,1050,2010,120,5040,2935.5,2,,,,,
81,7,8,2,1,Dec,31,1085,2077,124,5208,3033.35,2,,,,,
82,7,7,2,1,Jan,31,1085,2077,124,5208,2825.65,2,,,,,
82,7,7,2,1,Feb,28,980,1876,112,4704,2552.2,2,,,,,
82,7,7,2,1,Mar,31,1085,2077,124,5208,2825.65,2,,,,,
82,7,7,2,1,Apr,30,3540,2010,1140,5040,11766,2,,,,,
82,7,7,2,1,May,31,3658,2077,1178,5208,12158.2,2,,,,,
82,7,7,2,1,June,30,3540,2010,1140,5040,11766,2,,,,,
82,7,7,2,1,July,31,3658,2077,1178,5208,12158.2,2,,,,,
82,7,7,2,1,Aug,31,3658,2077,1178,5208,12158.2,2,,,,,
82,7,7,2,1,Sept,30,3540,2010,1140,5040,11766,2,,,,,
82,7,7,2,1,Oct,31,3658,2077,1178,5208,12158.2,2,,,,,
82,7,7,2,1,Nov,30,1050,2010,120,5040,2734.5,2,,,,,
82,7,7,2,1,Dec,31,1085,2077,124,5208,2825.65,2,,,,,
83,7,9,1,1,Jan,31,1085,2077,124,5208,2745.05,1,,,,,
83,7,9,1,1,Feb,28,980,1876,112,4704,2479.4,1,,,,,
83,7,9,1,1,Mar,31,1085,2077,124,5208,2745.05,1,,,,,
83,7,9,1,1,Apr,30,3540,2010,1140,5040,7608,1,,,,,
83,7,9,1,1,May,31,3658,2077,1178,5208,7861.6,1,,,,,
83,7,9,1,1,June,30,3540,2010,1140,5040,7608,1,,,,,
83,7,9,1,1,July,31,3658,2077,1178,5208,7861.6,1,,,,,
83,7,9,1,1,Aug,31,3658,2077,1178,5208,7861.6,1,,,,,
83,7,9,1,1,Sept,30,3540,2010,1140,5040,7608,1,,,,,
83,7,9,1,1,Oct,31,3658,2077,1178,5208,7861.6,1,,,,,
83,7,9,1,1,Nov,30,1050,2010,120,5040,2656.5,1,,,,,
83,7,9,1,1,Dec,31,1085,2077,124,5208,2745.05,1,,,,,
84,7,8,1,1,Jan,31,1085,2077,124,5208,2537.35,1,,,,,
84,7,8,1,1,Feb,28,980,1876,112,4704,2291.8,1,,,,,
84,7,8,1,1,Mar,31,1085,2077,124,5208,2537.35,1,,,,,
84,7,8,1,1,Apr,30,3540,2010,1140,5040,7407,1,,,,,
84,7,8,1,1,May,31,3658,2077,1178,5208,7653.9,1,,,,,
84,7,8,1,1,June,30,3540,2010,1140,5040,7407,1,,,,,
84,7,8,1,1,July,31,3658,2077,1178,5208,7653.9,1,,,,,
84,7,8,1,1,Aug,31,3658,2077,1178,5208,7653.9,1,,,,,
84,7,8,1,1,Sept,30,3540,2010,1140,5040,7407,1,,,,,
84,7,8,1,1,Oct,31,3658,2077,1178,5208,7653.9,1,,,,,
84,7,8,1,1,Nov,30,1050,2010,120,5040,2455.5,1,,,,,
84,7,8,1,1,Dec,31,1085,2077,124,5208,2537.35,1,,,,,
85,7,7,1,1,Jan,31,1085,2077,124,5208,2329.65,1,,,,,
85,7,7,1,1,Feb,28,980,1876,112,4704,2104.2,1,,,,,
85,7,7,1,1,Mar,31,1085,2077,124,5208,2329.65,1,,,,,
85,7,7,1,1,Apr,30,3540,2010,1140,5040,7206,1,,,,,
85,7,7,1,1,May,31,3658,2077,1178,5208,7446.2,1,,,,,
85,7,7,1,1,June,30,3540,2010,1140,5040,7206,1,,,,,
85,7,7,1,1,July,31,3658,2077,1178,5208,7446.2,1,,,,,
85,7,7,1,1,Aug,31,3658,2077,1178,5208,7446.2,1,,,,,
85,7,7,1,1,Sept,30,3540,2010,1140,5040,7206,1,,,,,
85,7,7,1,1,Oct,31,3658,2077,1178,5208,7446.2,1,,,,,
85,7,7,1,1,Nov,30,1050,2010,120,5040,2254.5,1,,,,,
85,7,7,1,1,Dec,31,1085,2077,124,5208,2329.65,1,,,,,
86,5,9,1,1,Jan,31,1085,2077,124,5208,2636.55,1,,,,,
86,5,9,1,1,Feb,28,980,1876,112,4704,2381.4,1,,,,,
86,5,9,1,1,Mar,31,1085,2077,124,5208,2636.55,1,,,,,
86,5,9,1,1,Apr,30,3540,2010,1140,5040,7254,1,,,,,
86,5,9,1,1,May,31,3658,2077,1178,5208,7495.8,1,,,,,
86,5,9,1,1,June,30,3540,2010,1140,5040,7254,1,,,,,
86,5,9,1,1,July,31,3658,2077,1178,5208,7495.8,1,,,,,
86,5,9,1,1,Aug,31,3658,2077,1178,5208,7495.8,1,,,,,
86,5,9,1,1,Sept,30,3540,2010,1140,5040,7254,1,,,,,
86,5,9,1,1,Oct,31,3658,2077,1178,5208,7495.8,1,,,,,
86,5,9,1,1,Nov,30,1050,2010,120,5040,2551.5,1,,,,,
86,5,9,1,1,Dec,31,1085,2077,124,5208,2636.55,1,,,,,
87,5,9,2,1,Jan,31,1085,2077,124,5208,3132.55,2,,,,,
87,5,9,2,1,Feb,28,980,1876,112,4704,2829.4,2,,,,,
87,5,9,2,1,Mar,31,1085,2077,124,5208,3132.55,2,,,,,
87,5,9,2,1,Apr,30,3540,2010,1140,5040,11814,2,,,,,
87,5,9,2,1,May,31,3658,2077,1178,5208,12207.8,2,,,,,
87,5,9,2,1,June,30,3540,2010,1140,5040,11814,2,,,,,
87,5,9,2,1,July,31,3658,2077,1178,5208,12207.8,2,,,,,
87,5,9,2,1,Aug,31,3658,2077,1178,5208,12207.8,2,,,,,
87,5,9,2,1,Sept,30,3540,2010,1140,5040,11814,2,,,,,
87,5,9,2,1,Oct,31,3658,2077,1178,5208,12207.8,2,,,,,
87,5,9,2,1,Nov,30,1050,2010,120,5040,3031.5,2,,,,,
87,5,9,2,1,Dec,31,1085,2077,124,5208,3132.55,2,,,,,
88,5,8,1,1,Jan,31,1085,2077,124,5208,2428.85,1,,,,,
88,5,8,1,1,Feb,28,980,1876,112,4704,2193.8,1,,,,,
88,5,8,1,1,Mar,31,1085,2077,124,5208,2428.85,1,,,,,
88,5,8,1,1,Apr,30,3540,2010,1140,5040,7053,1,,,,,
88,5,8,1,1,May,31,3658,2077,1178,5208,7288.1,1,,,,,
88,5,8,1,1,June,30,3540,2010,1140,5040,7053,1,,,,,
88,5,8,1,1,July,31,3658,2077,1178,5208,7288.1,1,,,,,
88,5,8,1,1,Aug,31,3658,2077,1178,5208,7288.1,1,,,,,
88,5,8,1,1,Sept,30,3540,2010,1140,5040,7053,1,,,,,
88,5,8,1,1,Oct,31,3658,2077,1178,5208,7288.1,1,,,,,
88,5,8,1,1,Nov,30,1050,2010,120,5040,2350.5,1,,,,,
88,5,8,1,1,Dec,31,1085,2077,124,5208,2428.85,1,,,,,
89,5,8,2,1,Jan,31,1085,2077,124,5208,2924.85,2,,,,,
89,5,8,2,1,Feb,28,980,1876,112,4704,2641.8,2,,,,,
89,5,8,2,1,Mar,31,1085,2077,124,5208,2924.85,2,,,,,
89,5,8,2,1,Apr,30,3540,2010,1140,5040,11613,2,,,,,
89,5,8,2,1,May,31,3658,2077,1178,5208,12000.1,2,,,,,
89,5,8,2,1,June,30,3540,2010,1140,5040,11613,2,,,,,
89,5,8,2,1,July,31,3658,2077,1178,5208,12000.1,2,,,,,
89,5,8,2,1,Aug,31,3658,2077,1178,5208,12000.1,2,,,,,
89,5,8,2,1,Sept,30,3540,2010,1140,5040,11613,2,,,,,
89,5,8,2,1,Oct,31,3658,2077,1178,5208,12000.1,2,,,,,
89,5,8,2,1,Nov,30,1050,2010,120,5040,2830.5,2,,,,,
89,5,8,2,1,Dec,31,1085,2077,124,5208,2924.85,2,,,,,
90,5,10,1,1,Jan,31,1085,2077,124,5208,2844.25,1,,,,,
90,5,10,1,1,Feb,28,980,1876,112,4704,2569,1,,,,,
90,5,10,1,1,Mar,31,1085,2077,124,5208,2844.25,1,,,,,
90,5,10,1,1,Apr,30,3540,2010,1140,5040,7455,1,,,,,
90,5,10,1,1,May,31,3658,2077,1178,5208,7703.5,1,,,,,
90,5,10,1,1,June,30,3540,2010,1140,5040,7455,1,,,,,
90,5,10,1,1,July,31,3658,2077,1178,5208,7703.5,1,,,,,
90,5,10,1,1,Aug,31,3658,2077,1178,5208,7703.5,1,,,,,
90,5,10,1,1,Sept,30,3540,2010,1140,5040,7455,1,,,,,
90,5,10,1,1,Oct,31,3658,2077,1178,5208,7703.5,1,,,,,
90,5,10,1,1,Nov,30,1050,2010,120,5040,2752.5,1,,,,,
90,5,10,1,1,Dec,31,1085,2077,124,5208,2844.25,1,,,,,
91,5,10,2,1,Jan,31,1085,2077,124,5208,3340.25,2,,,,,
91,5,10,2,1,Feb,28,980,1876,112,4704,3017,2,,,,,
91,5,10,2,1,Mar,31,1085,2077,124,5208,3340.25,2,,,,,
91,5,10,2,1,Apr,30,3540,2010,1140,5040,12015,2,,,,,
91,5,10,2,1,May,31,3658,2077,1178,5208,12415.5,2,,,,,
91,5,10,2,1,June,30,3540,2010,1140,5040,12015,2,,,,,
